2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,2421.466739843073,,1851.2158098297605,1628.6769591644497,,,,,,,,,,867.8196063095857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.79635466807713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,2432.690088143865,,1862.4309625075512,1639.8415403830431,,,,,,,,,,877.4981092450207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.7535349649452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,,2504.532672955688,,1934.1885915532457,1711.4047398767034,,,,,,,,,,942.7321451466814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.4068347078264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,,2494.233661565335,,1923.8326477319388,1701.083604090195,,,,,,,,,,934.1212985998618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0568283846533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,2497.0533860133146,,1926.8333153621352,1704.12670084211,,,,,,,,,,936.5782166866029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.50728988470155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,2502.5826393164325,,1932.2703078075065,1709.5058593526192,,,,,,,,,,941.1139323808338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.61936392577354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,2436.7436120327857,,1866.5391253361058,1643.9338873917986,,,,,,,,,,880.6337682733083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.4084006791354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.86233439541047,,47.16089211653946,29.24015180386266,,10.334952997832545,3.2914144829570233,,
2018-04-17,,2463.69798010431,,1893.3711315085784,1670.677361264119,,,,,,,,,,905.3701914307567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.2995759961582,,,,,,,,,,,,,198.9862252623875,190.2796786123631,181.86470594861657,173.7365345414023,,,,143.99003935258816,,,,118.40729531326565,,,,96.61672154723487,78.74386881733767,,50.54614724473822,31.505989077125605,,11.253222083948515,3.6205367838152824,,
2018-04-18,,2554.254588363984,,1983.7803089873114,1760.8751691993093,,,,,,,,,,988.8078670986288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.67351777997646,,,,,,,,,,265.5670873464933,254.81148238416154,244.37219144863366,234.98307907320532,225.16303999987213,215.64848066794502,206.4355167147628,,,,172.513749358297,,,,143.04985578251126,,,,117.70355422801799,98.1005856010961,,64.25770099042643,40.8820909354024,,15.219769104350235,5.10412605111506,,
2018-04-19,,2568.3365446206,,1998.1779579640615,1775.4273598486297,,,,,,,,,,1004.3074671269314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.78863031030596,,,,,,,310.33050321744986,298.4191361916178,286.829019324035,276.4547977854045,265.49985062757014,254.85851076975496,247.13184053841906,237.09763461066586,227.36522363784434,217.93104026417222,,,,183.0972208590233,,,,152.69363094290338,,,,126.40080027098588,103.24209004200657,,68.11385508477065,43.67099774640758,,16.53440467718326,5.648889150909952,,
2018-04-20,,2606.360119686873,,2036.0305139584998,1813.1522658825288,,,,,,,,,,1039.2409581526126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.66832897083987,,,,,353.13327017061056,340.0699096276444,328.195130449496,315.78843196283606,303.70619603917703,294.5129573417353,283.07551392496816,271.9545700984813,260.2778049679582,249.78497037456555,239.60152604359428,229.72423543217792,,,,193.20296038967444,,,,161.25847414553664,,,,133.58019507478866,110.79142599455986,,73.3948328493343,47.23312406538935,,17.995554848494066,6.176168879982583,,
2018-04-23,,2638.34981150343,,2068.160856877972,1845.3002437384475,,,,,,,,,,1069.7971064160947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.9753806162216,,,,383.8029507118604,370.8336328292521,357.34014154961324,346.66518335438013,333.8384673359992,321.33564736677636,308.19817982365385,296.3383705973142,284.79953873136037,274.6994012561863,263.7945488069463,253.20268688596252,242.92095422785223,,,,204.82860851480655,,,,171.40234051191783,,,,142.34716360944458,118.75043739692592,,79.13205380000522,51.224884599051165,,19.74245882292496,6.851109401018391,,
2018-04-24,,2664.755397779356,,2094.5391328462874,1871.6347575125446,,,1477.9740790140704,,,,,,,1094.5584571881145,,,,,,,915.374948140784,,,,,,,,746.4128502701715,,,,,,,,592.7420972817899,,,,522.6571236617756,,,,452.8733063648415,,,415.1482662744029,398.2942463860063,386.5008931134689,372.6655436347587,358.13951047797036,344.95074764593755,332.0892729051502,320.588116592447,308.3818980581914,296.4990191817569,286.5825696971956,275.3403951554119,264.41401092155866,253.80086819365897,,,,214.41980547033882,,,,179.77614239829154,,,,149.5881091874835,124.73207040763486,,83.37758702935412,54.12951373875944,,20.9667391973029,7.304306740380696,,
2018-04-25,,2618.4492509104048,,2048.2232563520092,1825.3631096775607,,,1432.0766814801427,,,,,,,1050.6611711261003,,,,,,,872.9173348667864,,,,,,,,706.5555923235506,,,,,,,,556.3445190319399,,,,488.28189690802355,,,,422.01307224079665,,397.017317920554,382.76353107986415,369.90810609559594,355.2520136033063,341.99511315019663,330.0151564043922,317.4265221421824,305.1678839234469,294.7885189522326,283.1868006289478,271.90855222409436,262.2874256240452,251.64564979648503,241.3181988732149,231.30190756455113,,,,194.2755773640015,,,,161.9079466344915,,,,133.88624323277054,105.95212239456987,,69.05844420688118,43.62226011783139,,15.900561559230539,5.17504913753902,0.2938186447201314,
2018-04-26,,2659.502205698959,,2089.133373786247,1866.172945388761,,,1472.3457507423082,,,,,,,1089.110907372281,,,,,,,909.5406211389482,,,,,,,,740.6181472891767,,,,,,,,587.1087390441298,,,,517.1597505698928,,,,448.7166990412052,435.75445108792155,421.52578261857616,406.73213937987293,391.34284671747173,378.13471184468744,364.3330118240724,352.3861099665296,339.25764872140826,326.45937259430593,315.3301720988916,303.19321441910733,291.3818910140176,275.1600076924319,263.998300619538,253.16116292108245,242.64583009703256,,,,203.7365156711985,,,,169.6787521654087,,,,140.16811961437452,95.45185665734198,,59.41083112014667,35.56847556128139,,11.391804597895145,3.167740778884223,0.3000299771118726,
2018-04-27,,2738.5822244411793,,2167.979507832586,1944.8429700191828,,,1549.961440995825,,,,,,,1163.2301019839979,,,,,,,979.8994706052008,,,,,,,,805.879638587011,,,,,,,,645.826972873806,,,,572.1488811430172,,,,499.7650593332419,487.52383529864983,472.72138041915423,456.9278070447972,440.0835301717534,426.30538292257097,411.48089084007916,398.20225811334603,384.04405940174,370.21342118440316,351.96333654796445,338.7602927172693,325.89044569419593,289.34992566697565,277.07875276709046,265.167192421457,253.61341009734178,,,,210.9238804870588,,,,173.70100432542267,,,,141.63784858619056,104.48645265043479,,64.30109443846914,37.88796424544364,,11.590698641156337,3.022494624545203,0.36834920787694436,
2018-04-30,,2744.810431345607,,2174.108970648167,1950.9448262268097,,,1556.020470187329,,,,,,,1169.5439606931104,,,,,,,985.949037951541,,,,,,,,811.8609158381614,,,,,,,,651.6446136400773,,,,577.8376115567453,,,,506.28326916949754,493.45012318432964,478.34144248946177,462.49985433579604,445.877925213058,431.77420274380347,416.894538727116,397.674404281488,383.3993352472353,369.4560238750955,332.4983508876744,319.0625113672586,305.98777245360725,282.18179132114983,269.79247275386024,257.7771474594765,246.13402521949274,,,,203.23024090651234,,,,166.01285488407302,,,,134.15290942863976,100.78645502372933,,61.125697060090715,35.40376936625978,,10.385698116224319,2.5719726829502036,0.45042118162526634,
2018-05-01,,2755.387504891093,,2184.621604474979,1961.4141772831726,,,1566.2803212748295,,,,,,,1179.0862930029407,,,,,,,994.8909375228641,,,,,,,,819.9306951808367,,,,738.0410560673827,,,,658.6399902742924,,,,584.241229505622,,,,511.8307405056803,498.8367210249953,478.1710403303332,462.08195616016565,450.7892306833901,430.87947488582176,415.77132447697295,378.5847835054101,363.8870658116739,349.5512277975049,324.7985142432681,311.1023384559321,297.78602637526,277.1941961975749,264.6069161795681,252.40962471823923,240.60070932579129,,,,197.1965079207357,,,,159.7333767229793,,,,127.86213496770779,98.05539800653219,,58.596355084320294,33.343820405082056,,9.360586656725388,2.1941379647415573,0.4361421812462041,
2018-05-02,,2779.3020063988088,,2208.658968061308,1985.4818141697224,,,1590.1609178138333,,,1392.1911739144216,,,,1202.2906390641474,,,,,,,1016.70781642374,,,,,,,,840.183632966623,,,,753.7579035521712,,,,676.8461709333351,,,,601.2701533253639,561.3444065096946,542.8597445302712,524.6909470068476,528.7761814044461,509.11469611784014,472.1439357767331,455.3007802281254,459.7988196764363,422.65358342338277,406.8580422379955,381.21025925381764,365.9849424064423,351.13609992065085,329.2579878025308,315.0921854405515,301.3197389177931,284.2567101553336,271.25187539231547,258.64707009831955,246.4412986181619,,,,201.5665708811066,,,,162.83757845899027,,,,129.9164033851648,99.80651879887773,,59.14275042283066,33.28532671176902,,9.067648600687505,2.0412613070649144,0.4816545975238178,
2018-05-03,,2736.9573499140542,,2166.0954432170647,1942.8387524614018,,,1547.2777972216227,,,1348.8593356924894,,,,1160.1416048195242,,,,,,,974.1000235788233,,,,,,,,798.4269538096014,,,,701.9137708582921,,,,636.7092143626724,588.9608112090527,569.2239886544558,555.2155802700845,562.2888827572488,517.698752742821,499.43353262937944,481.50732407330634,494.4486750109363,455.9226412884873,429.83154325067244,413.32769777943577,406.985432102294,381.4334146386673,366.0514456351766,343.8132010636664,329.1045263737942,314.79347477844294,297.2290776503951,283.6887648912625,270.55559207788565,254.86150997013738,242.53274091321418,230.61370841603957,219.10222384460485,,,,177.06501842897796,,,,141.20939236564618,,,,111.117980449485,87.83648097101695,,51.16219791285857,28.28131035278318,,7.4195536116727965,1.605874836397625,0.33018819554094136,
2018-05-04,,2801.420989904921,,2230.5491048194026,2007.250477540062,,,1610.5735589561336,,,1412.4611301694304,,,,1222.0683728535996,,,,,,,1027.4359113880564,,,,929.2893213315638,,,,844.4342002387748,,,,751.8807204899849,724.9703328570777,705.1842399509815,683.9267488795658,673.5406390915387,640.0864499651216,619.5205887741158,601.5207420332254,594.09863703875,562.036185695988,542.7580689501983,523.8017961688529,539.853387082092,492.8002676214446,468.9505533831425,451.366012548503,440.5295212456949,417.2886757721217,400.808325460127,381.4409356100896,365.66612976874694,350.28475828491537,332.3973519701749,317.77623035977285,303.56245028386,291.67041086180916,278.2901515288695,265.3171386142467,252.75097993809186,,,,206.52339138396974,,,,166.60278343719665,,,,132.6666870033455,104.95329784681371,,62.4742243538783,35.31003164967149,,9.691303901271226,2.1944822893238864,0.44907142794498967,
2018-05-07,,2801.2383258180234,2404.0798529729755,2230.3450877816313,2007.0397013425263,1808.389457891005,,1610.1369444063448,,,1412.0849664556508,,,,1221.9083819870875,,,1118.392766119964,,,,1024.624069080427,,,,927.990229635885,,,858.5981417202047,839.8075758571549,813.1464639549931,790.6943105957616,768.4387630508536,748.0273350197022,723.2252098772487,702.9602319918467,681.5999559438233,666.737373653993,638.0036706466371,617.3526473108896,598.7801098298551,586.1893130718463,559.0924782972606,539.7152068595178,520.6619171962539,540.0006263404575,486.4224913634034,465.5365045398303,447.86750941662103,433.6637360183777,413.63388527187544,397.0823797921603,378.32145909616065,362.49671347153435,347.0700890585704,333.840449158085,319.2440638980888,305.05237923327695,292.1040919623438,278.7323728660972,265.76693369613395,253.2073672348647,,,,206.99621056371097,,,,167.07643399258131,,,,133.1268869318983,106.43024314660624,,63.67262287603194,36.20137485087139,,10.081329820750568,2.324055713645791,0.4912204086061571,
2018-05-08,,2800.7767216571037,2403.69558724699,2229.9923062779335,2006.7222702233312,1808.1078716929378,,1609.772482024955,,,1411.7212008251936,,,,1221.3844690466758,,,1117.5673041102036,,,,1022.4471878415716,,,,926.49455880612,,,856.7675889153134,836.0445084289586,811.0698576865443,788.4885888242343,766.1002919063194,745.1628972319713,722.786164593359,700.2055557576514,678.702015504824,660.9798859040366,637.4914965948201,616.8216533940576,595.2999174791876,579.390943439822,555.3235098882169,535.8045075497139,516.6120657175652,538.2541751049603,481.4826046310209,461.0906744185295,443.298796808459,428.3126045218196,408.8364036794583,392.1800374755321,377.57230291089763,361.7357313514267,346.2983503843261,332.02279184614326,317.4047634283361,303.19436690061866,291.3075521680448,277.9312639731638,264.96250472464044,252.4008789924278,,,,206.1940953608787,,,,166.2981124771659,,,,132.38961052905552,103.7860873801319,,61.54917081848089,34.63491863707418,,9.404859219721743,2.1018351216087154,0.4633737568243035,
2018-05-09,,2897.69430931072,2500.6255038786467,2326.914992204129,2103.601250848217,1905.0391828694947,,1706.5871674093096,,,1508.3702519979697,,,,1314.7866782461933,,,1212.9052792079292,,,,1115.7745984153062,,,,1019.4903618271101,995.8351561357385,972.1489210640639,948.4005340809827,925.2298740364358,901.6158549639986,878.4337481753346,855.4048570118894,831.9293326800625,810.123497312793,787.3403448203553,765.0283602887093,743.4185329094362,721.3861295801353,699.7464193210835,677.9551258205647,657.4015985971873,635.8804424244363,615.2477829984946,594.8995968659001,606.2162085730779,553.8766729266918,535.6685916231781,516.5636591288612,496.43147936829973,479.36988282051334,461.29891957333166,444.2149684859878,426.8914966664797,409.94372045012005,395.0776031066571,378.93399943755776,363.1809620564918,347.5161450067426,332.5523331515751,317.9907284422243,303.83368985604193,,,,251.27390094112798,,,,205.1950322036605,,,,165.4223291447538,131.5427360280214,,80.04417856537862,46.20170667392745,,13.170522116606435,3.0767202650073955,0.7339546075811683,
2018-05-10,,2935.2609557782434,2538.118558451364,2364.370061048933,2140.987272342705,1942.421997212823,,1743.913459382873,,,1545.6654306277305,,,,1349.4687122277646,,,1250.0160516804763,,,,1152.2915990013435,,,,1056.2407535676266,1032.7347002948072,1008.9898246960329,984.9171925701166,960.7347498688732,937.9353069573272,914.6404319597514,891.488536578071,868.2061572815473,846.3286247516007,822.9876664248295,800.5058419483703,777.1214345785211,756.9965472084095,735.1757016843785,712.6167855430012,689.8385686288684,670.0456180252731,649.1411562467811,628.50504015551,621.6551048991842,587.5061149801395,568.311259276139,548.8519608700735,529.0694425404454,510.8991552599773,492.4237168368263,475.8556610558844,458.1223261797695,440.74786064015734,423.63555467491733,406.99626186995283,390.7345682064133,374.71574766096546,359.22145081955296,344.11822859673157,329.4092373980784,,,,274.5556647972239,,,,226.09082072185993,,,,183.90383365826347,149.7834326328575,,93.55393009243176,55.60354372970983,,16.958157183688684,4.285041998870668,1.0972614478391947,
