2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-17,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-18,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-19,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-20,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-23,,4800.0,,5375.0,5600.0,,,,,,,,,,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-24,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,,,,,7000.0,,,,7100.0,,,,7200.0,,,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,,
2018-04-25,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,,,,,7000.0,,,,7100.0,,,,7200.0,,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-04-26,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,,,,,7000.0,,,,7100.0,,,,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-04-27,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,,,,,7000.0,,,,7100.0,,,,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-04-30,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,,,,,7000.0,,,,7100.0,,,,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-01,,4800.0,,5375.0,5600.0,,,6000.0,,,,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,6900.0,,,,7000.0,,,,7100.0,,,,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-02,,4800.0,,5375.0,5600.0,,,6000.0,,,6200.0,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,6900.0,,,,7000.0,,,,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-03,,4800.0,,5375.0,5600.0,,,6000.0,,,6200.0,,,,6400.0,,,,,,,6600.0,,,,,,,,6800.0,,,,6900.0,,,,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-04,,4800.0,,5375.0,5600.0,,,6000.0,,,6200.0,,,,6400.0,,,,,,,6600.0,,,,6700.0,,,,6800.0,,,,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-07,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,,,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-08,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,,,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-09,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-10,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-11,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-14,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-15,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-16,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-17,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-18,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
2018-05-21,,4800.0,5200.0,5375.0,5600.0,5800.0,,6000.0,,,6200.0,,,,6400.0,,,6500.0,,,,6600.0,,,,6700.0,6725.0,6750.0,6775.0,6800.0,6825.0,6850.0,6875.0,6900.0,6925.0,6950.0,6975.0,7000.0,7025.0,7050.0,7075.0,7100.0,7125.0,7150.0,7175.0,7200.0,7225.0,7250.0,7275.0,7300.0,7325.0,7350.0,7375.0,7400.0,7425.0,7450.0,7475.0,7500.0,7525.0,7550.0,7575.0,7600.0,,,,7700.0,,,,7800.0,,,,7900.0,8000.0,,8200.0,8400.0,,8800.0,9200.0,9600.0,
